,0
employee,0.04387879568747169
organize,0.01606189326269825
scientist,0.0008150535131251456
senior,0.04633151972396381
planner,0.019857172871577525
disrespect,0.0025969628238177345
decision-maker,0.0032170819437445505
senior_executive,0.015777722399619432
company_management,0.0008150535131251456
police,0.0008150535131251456
respectful,0.0008150535131251456
control,0.07181961295548546
diligence,0.01252413114069075
capability,0.07728626894784077
pioneer,0.0008150535131251456
world-class,0.011301920637249621
integrated,0.013987959684273934
leadership_position,0.003594056990586636
courage,0.0008150535131251456
trust,0.05152696677786696
truly,0.02020096882104149
sponsor,0.010952989934212534
integrate,0.07696480096869988
conduct,0.05771520518141858
beautiful,0.008049866053214078
world-renowned,0.0034597879033779547
careful,0.05060202390489945
disciplined,0.03289710305438431
science,0.015159628453837852
breadth,0.007742609239774
product_development,0.013156012639518566
innovate,0.010209869727924448
counsel,0.02283146244323237
comply,0.022525720804289773
ambassador,0.005020759118373976
tool,0.03696664522266633
best-of-breed,0.005020759118373976
proper,0.02027791884353724
delegate,0.00864265905647048
delight,0.00750817678776178
onus,0.009086968100263439
assistance,0.024730515052957376
specialized,0.01575983349938144
terrific,0.03503933097805837
motivate,0.003148136656507555
supplier,0.04226249876190718
loyal,0.009718239381444126
community_leader,0.0006434483875923079
politician,0.016514030458615606
adhere,0.004636626673230199
executive_level,0.0012868967751846158
nurture,0.002530665444824079
recruit,0.012910165138371088
branch_manager,0.008662817399045623
experienced,0.011650118334830607
branch_staff,0.0020981308178748227
risk_management,0.02542328641295979
reassure,0.009424138311861383
task_force,0.0006434483875923079
cutting-edge,0.0023049983037337577
privacy,0.0006434483875923079
informed,0.0019303451627769239
adhering,0.0006434483875923079
transformation,0.03930429431588054
shareholder_interest,0.004035353026627267
reputation,0.028082093609912637
fairness,0.006920167670848163
instruct,0.006171723785675917
banker,0.05515662595780156
ethical,0.00325504414705159
crime,0.012962236807964794
transparent,0.029002551551508732
independently,0.015289024666105776
ethic,0.004122502876121826
consumer_protection,0.0006434483875923079
staff_member,0.0039147248200715745
boardroom,0.003061983564120758
corruption,0.0012868967751846158
succeed,0.014227074985738664
technology_requirement,0.0006434483875923079
society,0.0076435773055891785
officer,0.008071854976833201
demonstration,0.015545835536054691
imperative,0.0006434483875923079
board_member,0.007791456008844624
compliance,0.04139540403904162
applaud,0.004002090481839984
aboriginal,0.0019303451627769239
sympathetic,0.0006434483875923079
fabulous,0.010113820219823837
consultant,0.013310689937543453
government_agency,0.004756238258927454
information_technology,0.0018608102732256585
energetic,0.0026899626205267183
service_provider,0.009709896739147982
pragmatic,0.01280344633458051
dialogue,0.02136269784308588
harmonize,0.04405478479225581
field,0.041791584026774506
relationship_manager,0.01045484472340559
service_delivery,0.007385501025323028
automation,0.026886035805218214
discipline,0.07965324322974018
optimize,0.04356651245749572
differentiation,0.021744847640769848
responsibly,0.01863819887424851
product_capability,0.005954973388107455
coordinate,0.002055129380059814
customer_demand,0.01840258661124356
rigorous,0.02032809371754185
customer_value,0.006372155489679026
process_improvement,0.0030301587946987034
motivation,0.01150462878653914
irresponsible,0.005669033508129163
focused,0.012094063207844017
essential,0.018327867482247434
credible,0.01835340734316032
unique,0.03387966373956188
customer-focused,0.0022310002350026587
deepen_relationship,0.015868602085152284
accountable,0.017098469249380778
thoughtful,0.011947690394136169
merge,0.009444509577654461
unify,0.0015615746864234019
credibility,0.018838083769659716
folk,0.02159409741398256
governance_issue,0.003777523527157563
government_official,0.003777523527157563
best-in-class,0.002954517143022764
strict,0.015100791615980878
integration,0.012847794006277875
relationship_management,0.002558967550655123
advisor,0.020325935367248277
service_level,0.01785189510206237
core_competence,0.00472282010768464
system_support,0.001732052272277485
compliment,0.0069232706381741095
invent,0.02982926686264298
competent,0.009902909278930082
coordination,0.006224694075861473
fiduciary,0.001732052272277485
technology_team,0.0031275469360301984
reimagine,0.0038569589339345995
operationalize,0.006383380194361486
customer_engagement,0.002541981956933677
technology_solution,0.007186185141429233
engaging,0.002541981956933677
simplicity,0.009608077066971074
facilitate,0.02538913478799471
support_infrastructure,0.0068750496132741245
cost_efficiency,0.0070234350561935825
take_cost_out,0.006685771567175333
conflict,0.008701434578802628
end-to-end,0.02399052950571098
product_innovation,0.00908842651377886
reengineer,0.023552906618202467
dna,0.004774005421534907
assurance,0.0029683008620624996
specialize,0.016783904920065172
uniqueness,0.001245616775442265
suitability,0.0010660317882360563
cadre,0.0024530810477417257
train_they_up,0.0010660317882360563
stewardship,0.0010660317882360563
seriousness,0.004351506227637405
embarrassment,0.002367807315158919
accountability,0.01706211281487759
reach_out,0.007201984772697374
harm,0.015687616634873447
customer_care,0.001670565458761016
messaging,0.004948840877332695
enabler,0.004384735600819627
reproach,0.008106510342951265
employee_engagement,0.025686294326676153
core_value,0.008106510342951265
product_offering,0.020438800039019715
executive_committee,0.010484789236329032
technology_architecture,0.004479154537771994
fulfillment,0.0041449966801418
sophistication,0.0132090536614241
validation,0.015650322718066118
service_offering,0.01016997458969576
analytic,0.007328844060265175
service_requirement,0.0023509566405256637
it_infrastructure,0.003413851790942663
value_proposition,0.029600574756683352
market_need,0.0017735418667906794
resonate,0.01004691611349193
specialization,0.006905094103276391
compelling,0.032774717675738266
customize,0.01414263604278802
profession,0.0076714667755246255
on-site,0.001995314259763427
investigate,0.011058320271171679
specialist,0.014027212473242779
spirit,0.005185302019769607
state-of-the-art,0.0059337235094826446
execution_capability,0.0034532436873122635
datum_analytic,0.005178822784394774
prescriptive,0.0071109247830718515
vendor,0.012177222012907689
level_playing_field,0.0024494748940986403
fruitful,0.00412417823532482
unbiased,0.002208814472920293
deliverable,0.002208814472920293
functionality,0.01764025293121224
scalable,0.011060885053284005
customization,0.003503444533073576
technology_integration,0.003503444533073576
technology_platform,0.009102339449134833
distinctive,0.003503444533073576
branding,0.011236725118548485
appreciative,0.005467220785071655
democratic,0.061699550943573524
locally,0.021697636558526127
multi-channel,0.003935478089951536
service_culture,0.003935478089951536
sale_force,0.024701548427470157
bureaucratic,0.0028608756233496225
knowledge_base,0.003291802429374045
testament,0.0040798375200764405
interact,0.02677429901221973
service_proposition,0.01436816342709665
service_organization,0.0028831565861482957
service_standard,0.005766313172296591
architecture,0.006560720406284151
embrace,0.01803281639386915
criticism,0.013265195636982021
faculty,0.003842878605482088
quality_aspect,0.0035012355516529743
brand_name,0.0035012355516529743
customer_interaction,0.004314653912138009
world_class,0.0021002116433137736
custodian,0.002447315815302608
hard-working,0.002447315815302608
customer-centric,0.011026313430992616
thorough,0.014711548000160375
cost-effective,0.013229350105696727
advocacy,0.00494598875341826
partnering,0.004262283373287495
leadership_role,0.0009004312607299525
cultivate,0.0009004312607299525
university,0.008094619378161123
renowned,0.0009004312607299525
architect,0.004678997784346648
empower,0.0032738726376904627
excel,0.0022228778436878312
citizenship,0.0009004312607299525
tailor,0.002915798840422917
customer_focus,0.014114760148366942
admire,0.0021338707053137696
customer_centricity,0.0009004312607299525
workload,0.006742157092957291
independence,0.011717248984242673
wisdom,0.0019369269120644928
constructively,0.0052874836077305455
competence,0.003459718400149625
personality,0.008887722431305181
insist,0.006279348541958522
project_team,0.003941482748406945
moral,0.00393788353522505
proven,0.008506749667268566
customer_requirement,0.002062763590238342
cultural,0.008241521428913582
formalize,0.005838400312427674
supervision,0.00536235207226463
customer-facing,0.008068178688043584
technology_development,0.006536872036798142
core_competency,0.007372759651169903
convincing,0.006566656736951513
constituency,0.00208131918475323
standardize,0.004098056094947839
proprietor,0.0024789998146971504
technology_perspective,0.003573333066230127
dedicate,0.010635040900199386
mutual,0.004996451026561327
misconduct,0.002319531990359907
core_strength,0.004060237248424523
work_force,0.0025414002676986806
oversee,0.0062002700287104315
steward,0.001950459987678826
high-caliber,0.0027904319522219184
pride,0.02074407373542155
technology_innovation,0.004342741805642522
caretaker,0.0020318183625765156
money_laundering,0.0035039944641956982
full-time,0.0073097551319962215
authority,0.013095404739809819
supervise,0.0023914554629292065
sharing,0.009018960034104689
intellectual,0.002692996888904761
employer,0.004862486501682677
compliance_program,0.0024312432508413386
awareness,0.007503982356388269
service_people,0.003487651871949486
continuity,0.0017369282405134867
management_discipline,0.003944548365627911
supervisor,0.0022096934281423068
core_responsibility,0.001992450514862439
harness,0.003217044634109853
competency,0.012529165001277737
service_capability,0.003956431952437304
investment_community,0.003327117786052497
service_experience,0.013810859945821236
institutionalize,0.0024174834936532942
easy-to-use,0.005303686327527811
logistics,0.013756289746313505
salespeople,0.008578207391742972
customer_contact,0.002859402463914324
pioneering,0.005391222897982152
heritage,0.005587011551377414
rigor,0.0026540331046409505
decency,0.0014827662443048378
honesty,0.0014827662443048378
audit_function,0.0014827662443048378
remuneration_committee,0.0028997177989146827
project_management,0.0022974594890035655
subcommittee,0.0022974594890035655
decentralize,0.012995172672526818
autonomy,0.009273865931815338
designer,0.002743557107174712
retrain,0.004284741303903763
ministry,0.001595678041644143
training_program,0.0022463428741592304
candid,0.003849591748017355
procurement_department,0.002152309916636286
skillset,0.0015498073080998094
federation,0.0015498073080998094
attentive,0.00925493264153603
symbiotic,0.008595912670157302
lieutenant,0.0111729569113111
amicable,0.0111729569113111
partnership_arrangement,0.004901111725438321
unequivocal,0.004918476160249439
interoperate,0.004918476160249439
knowledgeable,0.004918476160249439
mutually,0.007413175417570489
market_requirement,0.012857456439885999
concert,0.007287348536642543
mentor,0.005863737682071402
teach,0.007424162023160152
inspire,0.005863737682071402
respected,0.011727475364142804
invention,0.005863737682071402
bank_manager,0.010055745189477517
management_philosophy,0.002471277073841396
unite,0.0025058481881415243
client_experience,0.00449632355054382
guest,0.0016791531856430654
product_team,0.0016791531856430654
relationship_banker,0.0016791531856430654
empowerment,0.0016791531856430654
workflow,0.0016791531856430654
resolute,0.0016289115825525425
cooperative,0.002077425957696078
educate,0.004348142936783717
people_business,0.002793239227827775
risk_organization,0.002797460748071344
business_community,0.0031818426551581177
store_manager,0.0021357536865083144
technology_people,0.001549374884185719
marketer,0.0035101466082352027
product_people,0.001549374884185719
professionally,0.001549374884185719
career_pathing,0.003098749768371438
quality_service,0.005656788117979797
business_experience,0.0021750723011835556
entrepreneur,0.00554267339299108
abide,0.0029710859202362852
customer_application,0.0029710859202362852
customer_support,0.0021292022948319086
devops,0.0028936735721321613
working_relationship,0.004507272390358455
core_technology,0.0028259336310033677
governance_process,0.0028259336310033677
it_people,0.003829627299945943
customer_service_rep,0.003829627299945943
business_partner,0.0024614182557276673
business_outcome,0.0022646654098375275
building_capability,0.0030494011998471265
humble,0.0015377899709004756
marriage,0.0032416576677884515
system_requirement,0.002400760737104028
policymaker,0.004445924407463264
technologist,0.0010540925559836024
grateful,0.0010540925559836024
hands-on,0.0010540925559836024
conscientious,0.0010540925559836024
scalability,0.002335138597528014
hallmark,0.002074321847187754
safeguard,0.002074321847187754
support_team,0.002074321847187754
service_element,0.004219574152676001
dealings,0.0028608756233496225
technology_capability,0.0036653198580340707
business_executive,0.0031568843575449784
product_differentiation,0.0031568843575449784
brand_experience,0.0031568843575449784
bring_people_in,0.0016016612589909481
information_sharing,0.0016016612589909481
first-rate,0.002276736197179835
risk_manager,0.002276736197179835
facilitator,0.0019016984879868552
business_practice,0.003027786033217894
liaison,0.0038402210130854893
it_team,0.0018528393676748806
relationship_management_team,0.0017539354342772007
skilled,0.0049984985047217805
customer_service_people,0.0022035553908419116
orchestrate,0.0022035553908419116
